tau,data_size,naive_mean,naive_std,box_mean,box_std,ch_mean,ch_std,ellipsoid_mean,ellipsoid_std,ellipsoid_0.9_mean,ellipsoid_0.9_std
0.1,1000,-152.4563045596119,2.1221017950543377,-157.55614593994673,4.0313342865739425,-152.40866350693724,2.111340070133583,-212.71075228758096,37.71949757659564,-211.75075888595256,43.49608181195386
0.5,1000,-147.32714889091784,2.3309029255844,-189.00534197666744,41.068341403214006,-183.06702901624612,36.004696056168605,-244.00944235226396,8.355105162991686,-239.02787982405857,5.316338122053735
0.9,1000,-152.99085588476177,1.7737485399236073,-189.32161365565352,40.80766770279175,-182.88295082322645,35.53195493029362,-244.00944235226396,8.355105162991686,-239.02787982405857,5.316338122053735
0.1,10000,-154.2349109530497,0.46526111420264854,-151.80216152193066,7.178420962039182,-153.28632791868557,1.612615611655278,-177.8020123849757,38.88196206057066,-207.04741212663302,40.884527444621504
0.5,10000,-145.3454094115157,1.283696009497929,-153.90134779353534,6.391416700385095,-154.50078932237315,3.030968096806767,-204.1881618275577,40.067114799357064,-231.69049122672286,7.730589727213741
0.9,10000,-153.1274441260833,0.5569195434717551,-153.90134779353534,6.391416700385095,-154.5007577472197,3.0310052224134263,-204.1881618275577,40.067114799357064,-231.69049122672286,7.730589727213741
0.1,100000,-156.2223870894594,1.3599874677522743,-153.62288284092742,3.356773384549848,-151.10662980954297,2.671301156105142,-249.2425346206437,9.820554706760674,-246.24911617797508,0.719028067798277
0.5,100000,-150.43222075510653,2.4078405650868966,-154.64277476004557,2.3445952456637453,-153.1156128304227,3.807764935328621,-249.2425346206437,9.820554706760674,-246.24911617797508,0.719028067798277
0.9,100000,-155.66386669516203,1.976285122022688,-154.639222152676,2.347826509295968,-153.11171208688697,3.81296401287072,-249.2425346206437,9.820554706760674,-246.24911617797508,0.719028067798277
